,Review,Rating
10,ห้องพักดีมากกว้างกำลังเฝดี ห้องน้ำสะอาด พนักงานต้อนรับดีมาก เอาใจใส่มาแถวนี้ทีไรต้องมาพักโรงแรมนี้,9.6
11,check in หลังเที่ยงคืน เข้าไปอาบน้ำแล้วไม่ไหล ต้องแจ้งพนักงาน ตอนเช้าก้อยังไม่ไหลอีก ต้องแจ้งพนักงานอีก หัวเสียเล็กน้อย แต่โรงแรมตกแต่งสวยงาม อาหารเช้าน้อยไปนิด แต่แถวนั้นของกินเยอะ ไม่ต้องห่วงเรื่องอาหาร ห้องพักและห้องน้ำสะอาดดี แต่แขกที่พักด้วยน่าจะสูบบุหรี่ เลยเหม็นไปทั้งห้อง เกือบนอนไม่ได้ และไม่มีผ้าเช็ดตัวให้,7.6
12,เดินทางสะดวกมาก ราคาค่อนข้างสูงแต่ได้เปรียบเรื่องทำเล ห้องพักสะอาดเสียงรบกวนดังเข้ามาค่อนข้างง่าย ถ้าไม่ซีเรียสอะไรนอนได้ค่ะ มีของว่างให้ทานตอนเช้าด้วย,8.4
13,ห้องพักและห้องน้ำสะอาดมากกก พนักงานต้อนรับดี มีอาหารเช้า เดินทางสะดวก ใกล้แหล่งของกิน,10.0
14,ห้องพักอยู่ชั้น 4 ไม่ลิฟ อย่างอื่นดีหมด สถานที่ตกแต่งน่ารัก พนักงานบริการน่ารัก,9.6
15,ซอยที่ตั้งของกินเยอะมาก นอนชั้น 4 เงียบไม่มีเสียงอะไรให้รำคาญ มีอาหารเช้า,9.6
16,มีที่จอดรถให้ (แจ้งล่วงหน้าก่อนเข้าพัก) อาหารเช้าอร่อย คุ้มค่ากับราคา,9.2
17,ห้องพักดีมาก บรรยากาศดีติดกับห้างสรรพสินค้า ตลาดริมทาง และ โรงพยาบาล เดินสะดวก รถตู้ bts มอไซค์รับจ้าง,8.4
18,ห้องพักสะอาด ห้องน้ำก็ดี บรรยากาศภายในดีแต่รอบข้างเสียงดังได้ยินเสียงรถวิ่งตลอดทั้งวันทั้งคืน ใกล้btsอนุของกินเยอะ,8.0
19,ขับรถไปครั้งแรกจะงงๆทางหน่อยค่ะมันเป็นวันเวย์,9.6
20,สะอาด มีที่จอดรถ ติดแค่เป็นห้องน้ำรวมจึงไม่ค่อยสะดวกเท่าไหร่ ทางเข้าที่พักอยู่ในซอย แต่การสัญจรไปมาไม่ลำบาก โดยรวมดี,7.6
21,วันที่ไปพักเลือกห้องครอบครัวขนาดห้องใหญ่กว่าที่คิดไว้มาก ห้องพักห้องน้ำและสถานที่มีความสะอาดมาก พนักงานอัธยาศัยดี ยิ้มแย้มทุกคน แถวที่พักใกล้ 7-11 ใกล้ร้านข้าว และคอมมูนิตี้มอล สะดวกมากๆค่ะ ถ้ามีโอกาสไปพักอีกแน่นอนค่ะ,10.0
22,อยู่ใกล้ BTS สนามเป้า เดินมาโรงแรมได้เลยไม่ใกล ตัวโรงแรมอยู่ในซอยแคบ มีร้านอาหาร ห้างเล็กๆ และ 7-11 ห้องพักสะอาด ห้องน้ำเป็นแบบรวม มีไดร์เป่าผมให้ด้วย,10.0
23,สะอาด สะดวก ปลอดภัย พนักงานดูแลดีมาก อาหารหาทานง่าย ไกล้ตลาด ไกล้7-11 แต่ไม่มีผ้าเช็ดตัวให้,10.0
24,ขนาดห้องพอได้ ทุกอย่างโอเค สวยเรียบเนียนสไตล์ลอฟ สำหรับคนชอบโทนนี้แนะนำเลย ล็อปบี้ออกแนวคาดเฟ่ น่านั่งเล่นถ่ายรูป,10.0
25,โรงแรมอยู่ในดงของกินเยอะมาก เดินทางสะดวก ไม่มีอาหารเช้า ไม่มีลิฟท์ ไฟสลัวๆ สีส้ม,6.0
26,พักชั้น3 ที่นอนมีมดแดงเยอะมากออกมาเรื่อยๆเลย ห้องน้ำเหม็นขยะ น้ำไหลเบา แอร์เย็นดี ของกินเยอะเพราะในแหล่งชุมชน เดินทางสะดวก มีบริการเครื่องซักผ้าและอบผ้าหยอดเหรียญ,6.8
27,"จองง่าย ราคาโดนใจ ใกล้BTSทั้งอนุสาวรีย์ชัย, สนามเป้า ... ในซอยก่อนถึงโรงแรม มีนินิมาร์ทชื่อดัง สองฝั่งถนน ที่พักสะอาด แอร์เย็นจนหนาว ห้องน้ำแยก เช่นหญิง ด้านในมีห้องสุขา3ห้อง ห้องอาบน้ำ2ห้อง อ่างล้างหน้า5อ่าง มีไดร์เป่าผม พนักงานบริการมารยาทดี สุภาพ เช็คเอ้าท์ตีสี่ครึ่ง พนักงานก็มารับกุญแจ อ้อ!.. ใกล้รพ.พญาไท2",10.0
28,เดินทางไปง่าย แถวที่พักของกินเพียบ คึกคักสุดๆ ห้องรวมแต่มีความเป็นส่วนตัว เตียงมีม่านปิดอย่างดี เตียงกับผ้าห่มดีมากกกกกก นอนสบายมากๆ แอร์เย็น ห้องน้ำก็สะอาด ติดแค่ห้องพักอยู่ชั้นบน บันไดชันไปหน่อย โดยรวมแนะนำเลยค่ะ,10.0
29,สะอาดของกินเยอะเดินทางสะดวก,10.0
30,OK,10.0
31,สะอาด การบริการดี ใกล้โรงพยาบาลค่ะ,10.0
32,ที่พักสะอาด พนักงานบริการดี ราคาไม่แพง,9.2
33,บริการดี ห้องเงียบสงบ,9.2
34,ในละเอียดบอกว่ามีอาหารเช้าให้ แต่ปรากฏว่ามีแค่กาแฟโอวัลตินเท่านั้นจ้า บรรยากาศวังเวงมากๆ บันไดชัน ไม่มีลิฟต์ ไฟสลัว อุปกรณ์ห้องน้ำมีแค่สบู่ยาสระผมและผ้าเช็ดตัวเท่านั้น ไม่มีตู้เย็น ถ้าเทียบกับราคาพันกว่าเราว่าไม่คุ้มเลย,4.8
35,พักห้องส่วนตัว ห้องน้ำส่วนตัว พอเข้าห้องน้ำ มีกลิ่นปัสสาวะในห้องอาบน้ำ ทั้งที่ยังไม่ได้ใช้เลย เหมือนไม่ได้ทำความสะอาด อุปกรณ์ในห้องน้ำชำรุด แตกหัก สบู แชมพู คุณภาพต่ำ ห้องทาสีดำ ผ้าม่านดำ บรรยากาศแย่มาก แสงไฟ ความสว่างน้อย,4.0
36,โดยรวมทุกอย่างดีมาก เป็นอีกที่ที่แนะนำ,9.6
37,นอนที่เตียงแล้วรู้สึดคันๆ,6.0
38,พนักงานต้อนรับดี บริการดี มีอาหารเช้าให้ด้วย,9.2
39,ทำเลดี อาหารการกินเยอะ,6.8
40,ห้องprivateอยู่ชั้น4ต้องเดินหน่อย,7.2
41,ข้างล่างจัดสวย แต่ห้องข้างบนเป็นแบบ ไม่เหมือนในรูป ห้องไม่เก็บเสียง เสียงวอคุยกันเข้ามาให้ห้องหรือเสียงห้องข้างๆ บันไดสูงมาก สูงจนเหนือยมากเวลาขึ้น รวมแล้วโอเคถ้ายังต้องมาพักอีก คิดว่ายังไม่ตอบโจทย์ โรงแรมเอเชียร์น่าจะดีกว่า,6.8
42,อยู่ไม่ไกลจากอนุสาวรีย์ มีร้านสะดวกซื้ออยู่หน้าที่พัก,8.8
43,สะอาด สะดวก ปลอดภัย,8.4
44,ข้อเสีย ไม่มีที่กั้นเตียง กลัวตก,8.0
45,ทำเลดีเดินทางสะดวก ห้องพักสะอาด,8.4
46,แนะนำที่นี่เลยครับ. มาพักบ่อยๆ.,10.0
47,ห้องนอนดีมาก อยู่ใกล้โรงพยาบาล พญาไท2,9.2
