,Review,Rating
26,ชอบโรมแรมนี้มากเลยคะ มาพัก 2 รอบแล้ว ประทับใจทุกๆด้าน พนักงานน่ารัก ห้องสะอาด บรรยากาศในโรงแรมดี,8.5
27,โรงแรมใหม่ สะอาด บริการดี ยิ้มแย้มแจ่มใสทุกคนค่า มีที่จอดรถพร้อม อาหารเช้าอร่อย มีโอกาสจะไปพักอีกค่ะ,9.1
28,ดีเกือบทุกอย่าง เสียอย่างเดียวไวไฟไปไม่ถึงห้องทึ่พัก,9.7
29,บริการดีมากเลยค่ะ เหมาะกับมาพักผ่อนเปลี่ยนบรรยากาศที่นอนในเมือง อาหารอร่อยมากๆ ประทับใจมากค่ะ ไว้กลับไปพักอีกนะคะ,10
30,บรรยากาศดีค่ะ สะดวกสบาย ห้องใหม่ ที่ถ่ายรูปเยอะหลายจุดเลยค่ะ ติดที่สระน้ำอยู่ใหล้บาร์ ไม่กล้าเล่นน้ำค่ะ,9.7
31,โรงแรมบรรยากาศดีมากๆ สวยเหมือนในรูป ห้องพักสะอาด พนักงานบริการดีค่า,9.4
32,ห้องพักสบาย บรรยากาศดี เดินทางสะดวก,8.5
33,สวยมาก มีที่จอดรถ พนักงานบริการดีมากๆ,9.7
34,ที่พักดีมากค่ะ สะอาด ใหม่ พนักงานน่ารักบริการดีค่ะ เข้าซอยพหลโยธิน11 มาไม่มาก เดินทางสะดวกทั้งนำรถมาจอดที่โรงแรมก็มีที่จอดรถ หรือเดินทางไป bts ก็สะดวกค่ะ ด้านล่างโรงแรมมีคาเฟ่สีชมพูน่ารักๆด้วยค่ะ,9.7
35,ห้องเหมือนในรูป นอนสบาย ดีทุกอย่าง ยกเว้นผ้าเช็ดตัวเก่าไปหน่อย โดยรวมดีค่ะ,8.5
36,"บริเวณรอบๆโรงแรมเงียบสงบดีค่ะ ห้องนอน, ห้องน้ำ สวยสะอาดเหมือนในรูป สิ่งอำนวยความสะดวกภายในห้องก็โอเคค่ะ แต่เหมือนไม่มี ภาชนะใส่อาหาร หรือหาไม่เจอไม่รู้ค่ะ555 รวมๆแล้วโอเคเลยค่ะ",9.1
37,ที่พักใหม่ สะอาด สระว่ายน้ำสวยค่ะ พนักงานบริการดี check in รวดเร็ว มีที่จอดรถค่ะ สะดวกสบายค่ะ,8.5
38,โรงแรมสวย สบายตา แต่ ไม่มีผ้าเช็ดผม ไม่มี slipper พื้นห้องเหนียวไปหมด อาหารตอนเช้า มีความหลากหลายน้อยไปหน่อย ไฟดับ 4ครั้ง ไม่ทราบว่าเป็นนโยบายประหยัดพลังงานหรือเปล่า,6.2
39,ที่พักดีๆมากๆเลยครับ เหมาะสมกับราคาครับผม,10
40,พนักงานค่อนข้างไม่โอเค ช่วงเข้าเช็คอิน เรารบกวนขอยาแก้ปวดไปสองเม็ด ให้แม่บ้านเอาขึ้นไปให้หน่อย เพราะพึ่งลงเครื่องค่อนข้างปวดหัว เราบอกพนักงานก่อนเดินขึ้นห้องไปกะจะนอนพัก พนักงานรับปากบอกโอเค นานแล้วนานเล่าก็ไม่มียามา เราก็เฉยไปคงเป็นเพราะลืมหรืออะไรแหละ ตกกลางคืนมาเราเรียกแกร็บเอายามาให้ ยามก็พูดด้วยน้ำเสียง เนี่ย ปักที่เนี่ยเขาปัก 45 (หมายถึงปักหมุด) ถ้าปักชื่อโรงแรมจะไม่ขึ้น โอเคเราก็ขอโทษแกร็บไปเพราะเป็นความผิดเราเองที่ปักชื่อโรงแรมไป พอตกเช้ามาแม่บ้านก็รีบเก็บห้องจริง เอาจริงๆเก็บห้องไม่มีใครว่าหรอกเค้าทำตามหน้าที่ แต่เสียงเก็บห้องนี่มันแบบตึ้กตั๊กตึ้กตั๊ก เราก็ได้แต่คิดว่าช่วงนี้เราซวยเอง เราซวยเอง ใจจริงๆไม่ข้องอะไรหรอกค่ะแค่เราเสียความรู้สึกนิดหน่อย เราไม่สบายตัวเลยรบกวนขอยาไปถ้าทางโรงแรมไม่มีบริการหรือจะคิดเพิ่มหรือจะไม่สะดวกเราก็ไม่ว่าค่ะ แต่รบกวนช่วยบอกเราได้ไหมว่าเหตุผลที่สามารถนำยามาให้ได้มันคืออะไร สองคือเรื่องยาม ไม่รบกวนอะไรเลยค่ะแค่น้ำเสียงที่แกพูดมันค่อนข้างน่ากลัว พี่ขับแกร็บยังหน้าจืดเลย อยากให้แค่แกลดน้ำเสียงน่ากลัวนิดนึงค่ะ ส่วนเรื่องแม่บ้านเข้าใจค่ะว่าต้องทำหน้าที่ แต่รบกวนช่วยเบาเสียงลงนิดนึงได้ไหมคะ ที่เหลือทุกอย่างดีหมดค่ะ ห้องพักสะอาดหรูหรา ห้องสวยโรงแรมสวยค่ะ บรรยากาศดีมากค่ะ ที่จอดรถก็โอเค,6
41,ดีมากครับ บรรยากาศดีมากๆ พนักงานยิ้มแย้มแจ่มใส,8.5
42,มาพักหลายครั้ง ห้องพักดีมาก อาหารก็อร่อย ถ้ามีโอกาศจะกลับไปพักอีกแน่น่อน,9.4
43,ดีมากโรงแรมสวย สงบ พนักงานบริการดีมากๆคุ้มราคา เหมาะแก่การพักผ่อน บาร์และคาเฟ่ดีมุมถ่ายรูปสวย,10
44,โรงแรมบริการดีมากกก ห้องสวยมาก เดี๋ยวมาอีก อิอิ,9.7
45,โรงแรมสวย พนักงานบริการดี อาหารเช้ามีไม่กี่อย่าง แต่ทานได้ ห้องพักเตียงนอนสบาย เสียอย่างเดียวคือประตูห้องน้ำ ปิดได้ไม่สนิท,9.1
46,โรงแรมสะอาดมาก เตียงนอนนอนสบายมาก คุ้มค่ากับราคาค่ะ แนะนำเลยค่ะ,9.7
47,สะอาด ใหม่ แต่ห้องร้อนไปหน่อย,8.5
48,ห้องหรู ดีมาก เตียงนอนสบายมากๆ ทำเลดี มีโอกาสจะกลับมาพักอีก,9.7
49,เคยเข้าพักที่นี่ 2 ครั้งแล้ว บริการดีตั้งแต่รปภที่ดูแลที่จอดรถ รวมถึงพนักงานทุกคนยิ้มแย้ม สุภาพทุกคน ห้องพักสะอาด อุปกรณ์ในห้องมีพร้อมทุกอย่าง ลืมของก็ขึ้นไปเอาให้ ถ้ามีโอกาสได้ไปอีกก็คงเลือกพักที่นี่ค่ะ,9.7
50,ทำเลดี บรรยากาศดี wifi เร็ว เตียงนอนสบาย แต่น้ำร้อนไม่ค่อยสม่ำเสมอ,8.8
51,สะดวก สะอาด บริการดี ถ้ามีโอกาสจะไปใช้บริการอีก มีที่จอดรถ,8.5
52,ทำเลดีใกล้รถไฟฟ้า บรรยากาศเงียบสงบแม้อยู่ใกล้ถนนใหญ่,8.8
53,ถ้ามีโอกาสจะกลับมาพักอีก ห้องพักสะอาด ปลอดภัย,8.5
54,โรงแรมตั้งอยู่ไม่ไกลจากสถานีbtsมากนัก บรรยากาศเงียบสงบเหมาะกับการนอนพัก,9.1
55,ที่พักสวยมาก สมราคาค่ะ ให้ 5 ดาวเลย,9.4
56,ทำเลดี ห้องพักสะอาด พนง.บริการดีมาก คุ้มเกินราคา ไว้คราวหน้าจะไปใช้บริการอีกค่ะ,9.7
57,ห้องดูดี สะอาด พนักงานบริการดี สถานที่ตั้งเดินทางสะดวก เยี่ยมมากๆ🤟🤟🤟 แล้วจะกลับไปอีกครับ😄😄😄,9.7
58,ห้องพักกว้างกำลังดี ของใช้ดูใหม่ อ่างล้างหน้าอยู่นอกห้องน้ำ ประตูห้องอาบน้ำใช้อันเดียวกันกับห้องน้ำ เลื่อนปิดอย่างใดอย่างหนึ่ง โรงแรมบรรยากาศดี มีสระน้ำ มีระบบรักษาความปลอดภัยดีมาก พนักงานเป็นกันเอง ยิ้มแย้ม สุภาพ,8.5
59,รร.สะอาด พนักงานเป็นมิตร ใกล้BTS เดินทางสะดวก,8.5
60,ห้องดีมากเว่อร์เกินราคา บรรยากาศดีมากก เหมาะกับคู่รักมาฮันนีมูนค่ะ เตียงนี่นุ่มสบายแทบไม่อยากตื่นเลยค่ะ,9.4
61,ไม่ไกลมากจากBTSอารีย์ แต่นั่งมอเตอไซค์มาจะดีกว่า โรงแรมดีมากๆ ผิดหวังนิดหน่อยที่จองห้องวิวสระว่ายน้ำมา แต่ถูกอัพเกรดให้ไปอยู่ห้องที่มีขนาดใหญ่กว่าแต่ไม่ใช่วิวสระว่ายน้ำ สระสวยมาก เหมาะแก่การพักผ่อน มาบาร์อยู่ด้านล่างเลย ไม่ต้องไปดื่มที่อื่น สตาฟอัธยาศัยดีมาก อยากให้มีบริการเสริมเตียงหรือลดราคาลงสำหรับแขกท่านที่สาม เนื่องจากปัจจุบันหากต้องการพักสามคนต้องจ่ายเพิ่ม850 แต่ไม่มีบริการอะไรเพิ่มเติม,9.4
62,ห้องพักสบาย ใกล้บีทีเอส และร้านอาหารคาเฟ่ต่างไป,10
63,โรงแรมใจกลางอารีย์เก๋ๆ ห้องพักเล็กกะทัดรัด สะอาด ดูใหม่ โรงแรมมีความชิค เหมาะแก่การถ่ายรูป,9.1
64,โรงแรมดีมากๆค่ะ ของจริงตรงปกมาก เราเป็นผู้หญิงเดินทางคนเดียวแต่รับรองปลอดภัยและสะดวกสบาย แนะนำเลย รีเซปชั่นช่วยเหลือดี เราของบริการรีดผ้าแต่ทางโรงแรมไม่มี เขาแก้ปัญหาด้วยการหาเตารีดมาให้ในห้อง ประทับใจมากค่ะ,9.7
65,ห้องพักและการบริการดีมาก! อยู่ไม่ไกลจากสถานีรถไฟฟ้าบีทีเอส แต่คุณสามารถเรียกมอเตอร์ไซค์ไปบีทีเอสอารีย์ได้ สถานที่ก็ยอดเยี่ยมและฉันอยากจะพักที่โรงแรมนี้อีก!,9.6
66,ห้องพักของโรงแรมสะอาด ห้องของฉันค่อนข้างใหญ่และสะดวกสบาย โรงแรมปลอดภัย บรรยากาศดีมาก พนักงานเป็นกันเองและช่วยเหลือดีมาก สถานที่เหมาะสำหรับรถไฟฟ้าสถานีรถบัสและ 7-11 หากคุณมองไปรอบ ๆ โรงแรมจะใช้เวลาช่วงวันหยุด โรงแรมที่ไม่เหมือนใครแห่งนี้เป็นโรงแรมที่ฉันขอแนะนำ,8.5
67,การนอนหลับที่ยอดเยี่ยมเป็นสถานที่ที่ดีสำหรับการพักในกรุงเทพขอขอบคุณสำหรับการอัพเกรดห้องนอนจากขนาดเล็กไปจนถึงขนาดกลาง,9.7
68,"โรงแรมเพิ่งเปิดตัวครั้งใหญ่ในวันที่ 7 ต.ค. 2561 ดังนั้นทุกอย่างจึงเป็นแบรนด์ใหม่ พนักงานมีความเป็นมิตร และคุณมีน้ำนิ่งฟรีที่ล็อบบี้ (เติมขวดของคุณเอง) ข้อดี - ห้องพักและโรงแรมสะอาดและเป็นระเบียบ - สระว่ายน้ำสวย - สถานการณ์ที่เงียบสงบ (ไม่มีเสียงดัง) - 2 สถานีจากจตุจักร - พนักงานเป็นกันเองข้อเสีย - ช่องทีวีส่วนใหญ่เป็นไทย ดังนั้นฉันไม่เข้าใจเลย อาจเพิ่มบางอย่างเช่น HBO โลกดาราภาพยนตร์จิ้งจอก สิ่งต่างประเทศข้างช่องข่าว - สำหรับฉันมันค่อนข้างไกลจากรถไฟฟ้า ถ้าคุณไม่ชอบเดินมันก็เป็นการออกกำลังกาย อาจจะมีรถรับส่งฟรีไปยังสถานีรถไฟฟ้าบีทีเอสที่ใกล้ที่สุดในครั้งต่อไป? - อาหารเช้าเหมือนเดิมเสมอ (ฉันพัก 4 คืน แต่ก็ดีนะ) ไข่คุณสามารถเลือกได้ 4 แบบทอดต้มไข่เจียวและไข่กวน c. ขนมปังปิ้งหรือครัวซองต์ ไม่กี่ด้านเช่นสลัด, ผลไม้, มันฝรั่ง ฯลฯ e. ไส้กรอกหมูหรือเบคอน นม, น้ำส้ม, น้ำนิ่ง, กาแฟ, ชา (เลือก 2) - ร้านอาหารไม่มี 24 ชั่วโมงดังนั้นหากคุณหิวโหยในเวลากลางคืนคุณต้องออกไปข้างนอก มันมืดและเงียบนิด ๆ ในเวลากลางคืน แต่มี 7/11 ใกล้เคียง อาจจะเป็นในอนาคตคุณสามารถเพิ่มช่องทีวีมากขึ้นตัวเลือกอาหารเช้ามากขึ้นและรถรับส่งฟรีไปยังสถานีรถไฟฟ้าบีทีเอส ขอบคุณ",9.1
69,โดยรวมแล้วมันเป็นเวลาที่ดีที่จะใช้เวลากับช่างฝีมือในห้องความสะอาดและพนักงานก็ดี แต่มันก็ยังมีบางอย่างเช่นไม่มีตู้เย็นในห้องและอุณหภูมิของน้ำไม่เสถียร,9.4
70,โรงแรมในรายละเอียดของงานฝีมือ การบริการในใจดีมาก ห้องพักสะอาด แต่ไม่มีตู้เย็น ไม่คุ้มกับอาหารเช้า เดินจากรถไฟฟ้าบีทีเอส 15 นาที,9.3
71,ฉันชอบพักที่โรงแรมนี้! หาง่ายอยู่ 1 กม. จากตลาดนัดสวนจตุจักร พนักงานน่ารักและช่วยเหลือดี ห้องพักสะอาด ฉันสนุกกับทุกช่วงเวลาที่นี่ จะกลับมาพักที่นี่เมื่ออยู่ในกรุงเทพ!,9.1
72,"The hotel is great, feeling cozy yet very artistic. I like that even though the room is small but there is a big bathtub that can fit 2 grown-ups. Unfortunately, it was not allowed to use the pool.",9.4
