,Review,Rating
11,ประทับใจมากค่ะ พนักงานทุกคนบริการดีมากๆ แถมห้องก็สวยสะอาด ถ้ามีโอกาสจะกลับมาใช้บริการอีกแน่นอนค่ะ,4.7
12,Asia Hotel Bangkok มีทางเชื่อมกับสถานีรถไฟฟ้าบีทีเอสราชเทวีโดยตรง ให้บริการสระว่ายน้ำกลางแจ้ง และห้องอาหาร 6 แห่ง โรงแรมที่พักใจกลางเมือง ใกล้รถไฟฟ้า ห้องอาหารและแผนกจัดเลี้ยง เป็นที่นิยมของคน สะดวกแก่การเดินทางไปสถานที่ต่างๆใน กทม.,4.0
13,ดีค่ะทำเลที่พักดีมาก สะดวกในการเดินทาง ไม่เดี่ยวก็ดีครอบครัวก็ดีค่ะ,4.7
14,เป็นโรงแรมเก่าที่ 5 ดาว และรักษามาตราฐานได้ดีเลยค่ะ ด้วยความใกล้เมือง ใกล้แหล่งท่องเที่ยวกรุงเทพ สุดฤทธิ์ดีมากค่ะ ชั้น 2 ของโรงแรมมี BTS สะดวกมากค่ะ ไม่ได้ซื้ออาหารเช้า ไม่ได้ใช้บริการค่ะเพราะปกติ ตื่นสายและรีบไปทำธุระ ตกเย็นก็แวะทานอาหารก่อนเข้ามา เลยไม่ได้ใช้สระว่ายน้ำ โดยรวมคือดีค่ะ ด้านล่างมี ร้านขายของฝาก ช่วงนี้คนเวียดนามเยอะมากค่ะ,5.0
15,มาพักกับแฟน ที่พักติดบีทีเอสราชเทวี สะดวกมาก ใกล้สยาม อาหารอร่อย,4.0
16,มาพักที่นี่ 3 ครั้งแล้ว ประทับใจทุกครั้งค่ะ แนะนำเลย โรงแรมอยู่ติดกับ bts ราชเทวี เดินทางสะดวกมาก / การบริการดีมากค่ะ มีบริการทำความสะอาดห้องพักให้ด้วย พนักงานบริการดี สุภาพมากค่ะ แล้วที่สำคัญห้องพักกว้างขวาง โรงแรมสะอาดด้วย,5.0
17,ดีและ สะอาดมากๆเลยคับ มีโอกาศครั้งหน้าจะแวะมาอีกแนะนอนครับผม,5.0
18,ที่พักดีมากติดBTSเดินทางสะดวกสบาย ห้องพักสะอาดบรรยากาศดี,5.0
19,ดีมากถูกใจที่สุด ห้องพักตรงปก,5.0
20,สะดวกสะดวกมากๆๆราคาไม่แพง,5.0
21,ใกล้รถไฟฟ้า ห้องก็โอเค อุปกรณ์ในห้องเกือบจะมีครบ มีแปรงสีฟันให้ แต่ไม่มีไดร์ฟเป่าผม,4.2
22,ใจกลางเมือง กทม,4.5
23,จองห้องไป เมื่อถึงโรงแรมเพื่อเช็คอินพนักงานหาบุ้คกิ้งไม่เจอ ไม่แต่ใจว่าเกิดจากสาเหตุอะไร มีทั้งเลขบุ้คกิ้งชื่อแขก (จองผ่านเอเจ้น) ทำให้ใช้เวลาหน้าฟร้อนพอสมควร เมื่อเข้าห้องพัก ผ้าห่มที่โรงแรมค่อนข้างบางไปหน่อยค่ะ อย่างอื่นๆโอเคดีค่ะ ถ่ายบรรยากาศไว้นิดหน่อย,3.0
24,ที่พักใกล้ BTS,4.7
25,บริการดี สะอาดสะดวกในการเดินทาง ห้องนอนสบายมากครับ ระบบรักษาความปลอดภัยดีมาก นอนแล้วอุ่นใจ มีประโยชน์,4.2
26,นอนพักสบายปลอดภัยหายห่วง ใกล้สถานีรถไฟฟ้าบีทีเอส เดินทางสะดวก,3.0
27,พนักงานสุภาพเรียบร้อยดีมากค่ะ ให้คำแนะนำดีมากๆ ห้องพักสะอาดเรียบร้อยค่ะ เพียงแต่อาจเพราะอายุมากทำให้ท่อระบายนำ้อุดตัน การระบายนำ้ไม่ดีค่ะ มีประโยชน์,4.2
28,โรงแรมอยู่ติดbts เดินทางสะดวกมากค่ะ ห้องกว้าง น่านอน พนักงานบริการดีค่ะ,4.7
29,พนักงานบริการดีการเดินทางสะดวกสบายห้องพักเสียงเเอร์ดังมากและฝุ่น น่าจะเอาพรมเก่าออกเพราะพรมเป็นตัวเก็บฝุ่น มีประโยชน์,3.5
30,โรงแรมดีมาก คุ้มราคา สะอาดระดับหนึ่ง บริการดี อาจจะเก่าไปบ้าง แต่คุ้มกับราคาที่จ่าย ไม่มีวิว,3.7
31,ไม่รู้จะเขียนอะไร แต่ชอบมากๆค่ะ เดินทางสดวก สะอาด ไปพักมาหลายรอบแล้ว มีประโยชน์,5.0
32,ทำเลดี ติดบีทีเอสราชเทวี ใกล้ห้างสรรพสินค้า เดินทางสะดวกง่ายต่อการไปธุระ ไปทำงานหรือเที่ยว มีประโยชน์,3.7
33,ประทับใจมากค่ะไปครั้งแรก ภาพรวมดูดีมาก นักท่องเที่ยวและผู้เข้าใช้บริการเยอะ แต่สิ่งอำนวยความสะดวกในห้องยังไม่ค่อยดีเท่าไหร่ เปิดฝีกบัวไม่ได้ ตู้เสื้อผ้าไฟติดบ้างไม่ติดบ้าง ควรมีไดร์เป่าผมด้วยก็ดีนะคะ ส่วนตัวได้ห้องมุม ติดรถไฟฟ้า ชอบมากค่ะ 😊❤️ มีประโยชน์,4.5
34,สภาพห้องค่อนข้างเก่า โลเคชั่นดีติดรถไฟฟ้าบีทีเอสราชเทวี อินเตอร์เน็ตเข้าไม่ได้ ทีวีมีช่องให้เลือกน้อย แอร์ปรับระดับไม่ได้ ห้องน้ำสะอาดดี ดีที่มีแปรงสีฟันยาสีฟันครีมอาบน้ำและแชมพูไว้ให้ ผ้าห่มเก่า ห้องมืดไปหน่อยตอนกลางคืน,3.7
35,ที่พักสะอาด สวย ตรงปกมากกกก มีบริการของใช้ เยอะ พนง.บริการดี แต่ท่อน้ำระบายระบายน้ำช้าทำให้มีการท่วมภายในห้องน้ำ โดยรวมๆแล้วดีค่ะ😊ไว้จะมาบริการอีกรอบค่ะ,4.0
36,เรียกให้มาเครื่องปรับอากาศไม่มาดู หลังจากเกิดเหตุไฟดับ ไฟไม่ค่อยสว่าง มีประโยชน์,3.7
37,โรงแรมดี เดินทางสะดวก ติดทางเชื่อมรถไฟฟ้า ห้องพักสะอาด บรรยากาศดี มีประโยชน์,5.0
38,เป็น รร.ที่ทำเลดีมาก ในราคา ok รร เก่าหน่อย แตต่แลกกับเดินทางสะดวก มีประโยชน์,3.5
39,LOCATION ดี เหมาะสำหรับพักเพื่อเดินทางต่อ โรงแรมเก่าแล้ว แต่ก้ทำความสะอาดเรียบร้อย มีร้านอาหารด้านล่าง มีคนนั่งทานอยู่ แต่เข้าไปแล้วไม่รู้จะติดต่อใคร เลยต้องออกไปหาอะไรกินข้างนอกโรงแรมแทน มีประโยชน์,5.0
40,อยากไปอีก,5.0
41,โรงแรมดี มีทุกอย่างให้ครบ ซึ่งบางโรงแรมไม่ครบขนาดนี้ ห้องสะอาด มีอ่างอาบนำ้ มีประโยชน์,4.0
42,เป็นที่พักที่สะดวกสบายใจกลางเมือง ห้องพักสะอาดใช้ได้เลย มีประโยชน์,4.2
43,โรงแรมติดสถานีรถไฟฟ้าBTSราชเทวี การเดินทางสะดวกสบาย ห้องพักสะอาดมากกก แม่บ้านทำความสะอาดจัดเตียงได้เรียบร้อยมาก10/10 พรักงานต้อนรับพูดจาไม่ค่อยสุภาพเท่าไหร่(ผู้หญิง) มีประโยชน์,5.0
44,ทุกอย่างดียกเว้นมัดจำโอนไม่ได้ต้องเดินไปกดเงิน แต่ก็ไม่ไกลนัก เพราะโรงแรมตั้งอยู่ในโลเคชั้นที่ดีมาก ติดรถไฟฟ้าและเซเว่นและร้านนั่งดื่ม ของกินหาไม่ยากมีร้านค้ามากมายเดินทางสะดวกมาก อ่างอาบน้ำ ตัวปิดน้ำเสีย เลยนอนแช่น้ำไม่ได้ ภาพรวมทุกอย่างดีค่ะ มีโอกาสจะกลับมาใหม่ ราคาดี มีประโยชน์,4.2
45,ห้องสะอาดน่าอยู่ดีค่ะ โลเคชั่นเดินไปง่าย เดินจาก bts ได้ แต่ห้องไม่เก็บเสียงเท่าไหร่คะ มีประโยชน์,4.5
46,โรงแรมสะดวกสบายด้านการเดินทาง ทางเข้าเชื่อมกับรถไฟฟ้า มีประโยชน์,3.5
47,โรงแรมทำเลดีมาก ความสะอาดมาก แต่ โรงแรมเก่า ที่จอดรถมีตึกจอดแยก ไม่สะดวก เดินไกล มีประโยชน์,4.5
48,ดีมากเลยค่ะเดินทางสะดวกมาก ติดกับรถไฟฟ้า แบบสุดยอดเลยค่ะ มีประโยชน์,3.2
49,โรงแรมขนาดใหญ่ ห้องพักมากมาย อาหารเช้าอร่อย หลากหลายรสชาติ มีประโยชน์,4.0
50,คาดหวังมากเกินไปกับราคาที่จ่าย มีประโยชน์,2.0
51,สะดวกกกกกกกกกกกกกกกกกกกกกกมากกกกกกกกกกกกกกกกกกกกกก มีประโยชน์,4.0
52,เดินทางสะดวกติดกับ BTS โรงแรมเก่า แต่สะอาด ผ้าห่มค่อยข้างบาง แต่โดยรวมโอเครค่ะชอบ มีประโยชน์,4.7
53,ดีมาก สะดวกสบาย ติดรถไฟฟ้ท มีประโยชน์,5.0
54,สะดวกในการเดินทาง พนักงานดีเยี่ยม พร้อมให้บริการ มีประโยชน์,4.7
55,ห้องดูดี ใกล้ใจกลางเมือง สะดวกมากค่ะ มีประโยชน์,5.0
56,สะดวกดี ห้องพักดี มีประโยชน์,4.7
57,เดินทาง สดวก สบาย มีประโยชน์,3.7
58,ดีมากกกกเยยต้องมาพักทุกเดือนสะแร้ววววร่ะ.... มีประโยชน์,5.0
59,ห้องพักสะอาด ใกล้ BTS ค่ะ มีประโยชน์,5.0
